,reviewerID,asin,reviewText,Category,unixReviewTime,overall,sentiment,Clean_Reviews,textblob_polarity,textblob_sentiment,afin_polarity,afin_sentiment,vader_sentiment
798,AX9MSC26EYFAN,B002DN7XS4,"As others have mentioned, the ECA is a shady organization masquerading under the guise of an advocacy group for gaming rights and first amendment protections for videogames.  Initially, the group offered a number of benefits as perks for membership, but of those, many are offers that you can get on one's own at any time (such as a free trial of Gamefly).  The best perks have been dropped.

The greater problem is that in order to activate membership, you are required to provide a credit card number, even for a pre-purchased membership or a free membership (given through various promotions). They make it very easy to become a member.  However, they make it nearly impossible to stop being a member.  The ECA charges regular fees that you cannot get out of unless you cancel your member ship through a very specific form of WRITTEN correspondence (no e-mail or website help at all), and well in advance of your membership due date.

If you have recently become a member, I suggest you begin the proceedings to cancel now, and keep multiple copies of everything you send and receive.  You might just get out of your contract by 2011.",Giftcard,2009-12-05,1,negative,others mentioned eca shady organization masquerading guise advocacy group gaming rights first amendment protections videogames initially group offered number benefits perks membership but many offers get ones time free trial gamefly best perks dropped greater problem order activate membership required provide credit card number even prepurchased membership free membership given various promotions make easy become member however make nearly impossible stop member eca charges regular fees not get unless cancel member ship specific form written correspondence no email website help well advance membership due date recently become member suggest begin proceedings cancel keep multiple copies everything send receive might get contract,0.14950980392156862,positive,4.0,positive,positive
799,AQXJRLAWKS1YJ,B002DN7XS4,"Beware of signing up with ECA.  They claim to represent the best interests of gamers, and that sounds great on paper, but they way they treat you when they get your credit card on file is far from being in your best interests.

The have continuously changed and edited their Terms of Service without asking members to re-accept the new terms, as most legitimate organizations will do (most organizations let you know the TOS has changed, not the ECA).

Their Terms of Service clearly states AT THIS TIME they will change the expiration date on your credit card if your card expires.  They will change the expiration date until they get a ""hit"" to continue to charge you a fee.

If you try to simply cancel your credit card on file with them to stop them from charging you, their President has stated they will file fraud charges against you through your credit card company.

The only way to cancel your membership is by sending a snail mail letter.  Yes, you can sign up on their website very easily, but have to send a letter in the mail to cancel.  They also state they will not confirm receipt of your cancellation letter, meaning if it is ""lost"" in the mail, they will continue to charge you.

Their forums on their website have banned all new registrants the past few days without people even making one post.  New registrations to their forums have also been shut down at this time.

When your first year of membership is up, they say they will inform you with 30 days left that your account membership will be auto-renwed for another $20, problem is, if you want to cancel, they have to receive your letter in the mail BEFORE the final 30 days.  So when you get the notice that they are going to auto renew you for another year, it is already to late to cancel since you CANNOT cancel your membership on their website or by phone.

Finally, simply check out their Better Business Bureau rating.  It states as I type this that ""This business is not currently rated. BBB has recently received numerous complaints against this business, and will issue a rating after it has fully evaluated them.""

Check it out here:  [...]",Giftcard,2009-12-05,1,negative,beware signing eca claim represent best interests gamers sounds great paper but way treat get credit card file far best interests continuously changed edited terms service without asking members reaccept new terms legitimate organizations organizations let know tos changed not eca terms service clearly states time change expiration date credit card card expires change expiration date get hit continue charge fee try simply cancel credit card file stop charging president stated file fraud charges credit card company way cancel membership sending snail mail letter yes sign website easily but send letter mail cancel also state not confirm receipt cancellation letter meaning lost mail continue charge forums website banned new registrants past days without people even making one post new registrations forums also shut time first year membership say inform days left account membership autorenwed another problem want cancel receive letter mail final days get notice going auto renew another year already late cancel since not cancel membership website phone finally simply check better business bureau rating states type business not currently rated bbb recently received numerous complaints business issue rating fully evaluated check,0.20212121212121215,positive,-6.0,negative,positive
800,A2D8ZR2CYBU9VQ,B002DN7XS4,I joined the ECA for free during their free trial period.  I was planning to cancel before my year renewal but can't since they took down the cancel button.  Not cool.  Planning on calling my credit card company to revoke the charge if they do try it.,Giftcard,2009-12-05,1,negative,joined eca free free trial period planning cancel year renewal but cant since took cancel button not cool planning calling credit card company revoke charge try,0.20833333333333334,positive,1.0,positive,negative
801,AO7NQX7ZFYCKC,B002DN7XS4,"I joined the ECA because I thought they were FOR gamers rights. While the stated goals of the ECA are noble the organization itself is anything but. Your membership with the ECA auto renews each year and they have recently changed their cancellation policy (with no proper notification to it's members of this change) to state that the the ONLY way to cancel your membership with them is to mail them a letter which is absolutely ridiculous in this day and age.

 This arcane cancellation process was defended by the ECA by calling many of it's own members who did not wish to cancel in this manner ""lazy"". You have NO option to cancel on their website, not through email, and not by telephone.

Fight for gamers rights by NOT supporting the ECA in any way, shape, or form.",Giftcard,2009-12-05,1,negative,joined eca thought gamers rights stated goals eca noble organization anything but membership eca auto renews year recently changed cancellation policy no proper notification members change state way cancel membership mail letter absolutely ridiculous day age arcane cancellation process defended eca calling many members not wish cancel manner lazy no option cancel website not email not telephone fight gamers rights not supporting eca way shape form,0.05595238095238094,negative,-6.0,negative,negative
802,AI8GES0A82068,B002DN7XS4,"Gamers Unite! Against the ECA, that is.

Be warned, membership in the ECA requires your credit card being on file and you accept automatic yearly renewal. The only way to cancel your membership is with a written letter via Certified Mail. This is unacceptable.

The ECA has acted so childishly in response to criticism of these policies, this is not an organization that you want to be a part of.

All the decent member benefits have been discontinued and I can see no evidence that the ECA is fighting for consumer rights in any way.",Giftcard,2009-12-05,1,negative,gamers unite eca warned membership eca requires credit card file accept automatic yearly renewal way cancel membership written letter via certified mail unacceptable eca acted childishly response criticism policies not organization want part decent member benefits discontinued see no evidence eca fighting consumer rights way,-0.016666666666666677,negative,-6.0,negative,negative
803,A3IY5JGE72HW7F,B002DN7XS4,I joined the eca for the discount on amazon which is no longer available. Now when I am trying to cancel my membership I have to send a letter to the eca because they have taken off the ability to cancel online(Most likely because of the huge amount cancellations because of the amazon discount).They offer very little and use very deceptive practices to keep you as a paying member(Changing the date on your credit card after it expires).,Giftcard,2009-12-05,1,negative,joined eca discount no longer available trying cancel membership send letter eca taken ability cancel onlinemost likely huge amount cancellations discountthey offer little deceptive practices keep paying memberchanging date credit card expires,0.153125,positive,-3.0,negative,negative
804,A11STY0MBTDQ4D,B002QFXC7U,I bought this for my daughter who lives in Oregon for her and her boyfriend to attend a movie on me. They had a great time!,Giftcard,2011-08-22,5,positive,bought daughter lives oregon boyfriend attend movie great time,0.8,positive,3.0,positive,positive
805,AUYEXPJBIV0IJ,B002QFXC7U,"Very disappointed with this product! My son and I went to see the Harry Potter film and was going to use my $25 gift card. When the clerk tried to use my card, it read empty. She tried swiping several times with no change. Fortunately I had gift $20 cards from donating blood. I would like to know why this card showed as if it had nothing on it!",Giftcard,2011-07-18,1,negative,disappointed son went see harry potter film going gift card clerk tried card read empty tried swiping several times no change fortunately gift cards donating blood would know card showed nothing,-0.11249999999999999,negative,4.0,positive,negative
806,AIK9G60B69J3C,B002QFXC7U,Received the card in a timely manner as promised.  Used the card as a prize at a bridal shower and it was well recieved.,Giftcard,2011-03-06,5,positive,received card timely manner promised card prize bridal shower well recieved,0.0,negative,1.0,positive,positive
807,A2KWEKW1GPQYGH,B002QFXC7U,I will never order this product again i order way before christmas and it came after christmas then when u call customer service they give u all kind of excuses i don't know why amazon even deals with this company.,Giftcard,2011-01-13,1,negative,never order order way christmas came christmas u call customer service give u kind excuses dont know even deals company,0.6,positive,2.0,positive,positive
808,A3QUVWJ6DLRISW,B002QFXC7U,"Order a card 2 weeks before Christmas.  The gift card never showed up, so I re-ordered it the day after Christmas.  A response from them said ""we can't guarantee delivery by Christmas.""  I would think not.

Finally, I cancelled the order when I couldn't get another response from GiftCardMall.  Card order was cancelled on December 30.  A refund hasn't been issued yet - 2 weeks later.  They're quick to take the money; not so much to give it back to me.

Bad, bad, bad.",Giftcard,2011-01-10,1,negative,order card weeks christmas gift card never showed reordered day christmas response said cant guarantee delivery christmas would think not finally cancelled order couldnt get another response giftcardmall card order cancelled december refund hasnt issued yet weeks later theyre quick take money not much give back bad bad bad,-0.23333333333333328,negative,-8.0,negative,negative
809,A2D2U0DQTET2OS,B002QFXC7U,"Item finally arrived however it took 2 full weeks, not the 3-5 days the seller advertises.  Will never buy from this seller again.",Giftcard,2010-12-14,1,negative,item finally however took full weeks not days seller advertises never seller,0.175,positive,0.0,negative,negative
810,A18DFKE96GVH1C,B002QFXC7U,"I had ordered over $200.00 of Regal movie cards to use for my nieces and nephews towards their Christmas gifts.  I had ordered in enough time, that I should have received them at least the week of Christmas.

I received the cards the week after Christmas....which with the ""ease"" of ordering on line.... I still had to park in a paid parking lot, stand on the movie theater line and purchase movie cards that I needed for the holiday gifts BEFORE CHRISTMAS.

Very disappointing service with Amazon.

The Regal cards themselves I have always used in the past, normally purchasing directly from the theaters..... seems like the way to go!",Giftcard,2010-02-20,4,positive,ordered regal movie cards nieces nephews towards christmas gifts ordered enough time received least week christmas received cards week christmaswhich ease ordering line still park paid parking lot stand movie theater line purchase movie cards needed holiday gifts christmas disappointing service regal cards always past normally purchasing directly theaters seems way go,-0.15,negative,0.0,negative,negative
811,A26UZNTACFFRJQ,B002QFXC7U,Cool gift card but I paid extra for two day delivery then the card did not show for like 5 - 7 days.  I emailed to inquire why and never got any response.,Giftcard,2010-02-10,1,negative,cool gift card but paid extra two day delivery card not show days emailed inquire never got response,0.175,positive,3.0,positive,negative
812,A3CNSTT3V33AZQ,B002QFXC7U,"I wanted the card before Christmas, but did not happen. Slow shipment for such a small item.",Giftcard,2010-01-08,4,positive,wanted card christmas but not happen slow shipment small item,-0.275,negative,0.0,negative,negative
813,AMC9LMY0R1H54,B002QFXC7U,"I've bought Regal movie gift cards for many occasions and they are always a hit! I can have them shipped all over the country and since they have so many theatres, there's almost always one nearby. It's a great, easy way for me to get everyone something that they like.",Giftcard,2009-11-23,5,positive,ive bought regal movie gift cards many occasions always hit shipped country since many theatres theres almost always one nearby great easy way get everyone something,0.5583333333333333,positive,6.0,positive,positive
814,A3VLH2ITEO04H9,B002XNLC04,"It has almost been a month and I still have not received my gift cards. When I contacted the seller, they simply just provided the tracking information which said it should have arrived two weeks ago. I contacted them again and they told me to wait a few more days. Christmas is in four days, and still nothing! I do not recommend this to anyone!""",Giftcard,2010-12-21,1,negative,almost month still not received gift cards contacted seller simply provided tracking information said two weeks ago contacted told wait days christmas four days still nothing not recommend anyone,0.0,negative,4.0,positive,negative
815,A2BPI1PX1UTYMK,B002XNLC04,I bought this gift card for my brother and sister-in-law's wedding anniversary.  The service provided by the company was very good and it was delivered on the due date.,Giftcard,2010-08-02,4,positive,bought gift card brother sisterinlaws wedding anniversary service provided company good delivered due date,0.2875,positive,5.0,positive,positive
816,A2HUNHRAYTDRV4,B002XNLC04,"I had a $300 amazon.com gift on my account so I thought it would be nice to take my extended family out for diner.  So I bought 5 $50 Outback Gift Cards which cost me about $260.  After I ordered the gift certificates I noticed my remaining balanced stayed the same on my amazon.com account.  GiftCardMall would not accept my amazon.com surplus and instead charged my credit card of record.  I immediately called their customer service number and was told they have a no refund policy, EVEN IF YOUR CREDIT CARD WAS STOLEN.  Now I'm out $260.  I am trying to rectify this with my credit card company.  Absolutely terrible.  An embarressment on so many levels.",Giftcard,2010-07-01,1,negative,amazoncom gift account thought would nice take extended family diner bought outback gift cards cost ordered gift certificates noticed remaining balanced stayed amazoncom account giftcardmall would not accept amazoncom surplus instead charged credit card record immediately called customer service number told no refund policy even credit card stolen im trying rectify credit card company absolutely terrible embarressment many levels,0.033333333333333326,negative,2.0,positive,positive
817,AX7XINYTNRJTN,B002XNLC04,"Got this to take on a trip with me since one of the locations we will be at is near an outback, and I was very pleased with the delivery time.",Giftcard,2013-03-25,5,positive,got take trip since one locations near outback pleased delivery time,0.3,positive,3.0,positive,positive
818,A4B4SI2RYKQC4,B002XNLC04,It was very easy and convenient to order and give this gift card to our son and daughter-in-law. They enjoy this restaurant.,Giftcard,2013-01-24,5,positive,easy convenient order give gift card son daughterinlaw enjoy restaurant,0.4166666666666667,positive,5.0,positive,positive
819,A2BNKE6FBUEPT1,B002XNLC04,"Shipped fast, works perfect and save us time from having to go to the store! Will defiantly order again. Thanks!",Giftcard,2013-01-09,5,positive,shipped fast works perfect save us time go store defiantly order thanks,0.4666666666666666,positive,7.0,positive,positive
820,A3LOK9KXWOBK3H,B002XNLC04,"I remember several years back when Outback decided to put out a gift card for Christmas. My brother sent us one and I couldn't wait to use it at the restaurant. What a fiasco! They didn't know what to do about it at the restaurant and we had to wait an hour to leave while they called Houston to get an approval. (Calling Houston...lol)

I purchased the card just to try out if they know now how to use them and we had no problem. Good purchase for those who don't want to use their credit.",Giftcard,2012-09-22,3,positive,remember several years back outback decided put gift card christmas brother sent us one couldnt wait restaurant fiasco didnt know restaurant wait hour leave called houston get approval calling houstonlol purchased card try know no problem good purchase dont want credit,0.2333333333333333,positive,1.0,positive,positive
821,A18IEDYYVNFLHW,B002XNLC04,Loved the card made a great Christmas gift! My boyfriend's mom really enjoyed going out to dinner for free with his little sister!,Giftcard,2012-08-07,5,positive,loved card made great christmas gift boyfriends mom really enjoyed going dinner free little sister,0.4425,positive,11.0,positive,positive
822,A3CCOPWXSYXOHL,B002XNLC04,"I haven't used the card yet, but I did log on to the company's site to make sure that the balance is equal to what I purchased.  I ordered the card on a Thursday and it arrived the following Monday.  I can't wait to surprise my hubby with a birthday dinner at Outback!",Giftcard,2012-03-12,5,positive,havent card yet but log companys site make sure balance equal purchased ordered card thursday following monday cant wait surprise hubby birthday dinner outback,0.16666666666666666,positive,0.0,negative,negative
823,A1AG36LZCXMQ1U,B002XNLC04,"Outback, if you haven't tried it, has some of the best food, always prepared the exact same, never is it good one time and bad the next. It is always delicious.  I order the Victoria Filet steak.  It is the most tender, melts in your mouth.  Very friendly staff.",Giftcard,2012-03-05,5,positive,outback havent tried best food always prepared exact never good one time bad next always delicious order victoria filet steak tender melts mouth friendly staff,0.22500000000000003,positive,11.0,positive,negative
824,A3HQFJLMKKD2GQ,B002XNLC04,I originally wanted this product shipped to another address but customer service worked with me to get it shipped to where I needed it in a decent time.,Giftcard,2011-12-25,5,positive,originally wanted shipped another address but customer service worked get shipped needed decent time,0.2708333333333333,positive,0.0,negative,negative
825,A12EO76TEC6SZC,B002XNLC04,Love the convenience of having the gift card sent straight to Mom for her birthday.  She received it quickly and enjoyed her dinner at Outback.,Giftcard,2011-11-25,5,positive,love convenience gift card sent straight mom birthday received quickly enjoyed dinner outback,0.39999999999999997,positive,8.0,positive,positive
826,AW3KM16RP4M77,B002XNLC04,My parents loved it. They could use it at several different restaurants all of which they love and there is no activation fee!,Giftcard,2011-01-20,5,positive,parents loved could several different restaurants love no activation fee,0.3,positive,5.0,positive,positive
827,A2P3EAL546VFXR,B002YEWXZ0,"It's a gift card and works like a gift card.  It arrived in a #10 envelope via 1st class mail.  No problems using it.  I took off one star as it wouldn't allow delivery to a PO BOX, even though it was delivered US Mail.",Giftcard,2011-01-05,4,positive,gift card works gift card envelope via 1st class mail no problems using took one star wouldnt allow delivery po even though delivered us mail,0.0,negative,2.0,positive,positive
828,A16JK49O7QUM7P,B002YEWXZ0,This item was never shipped.  The order was canceled within 2 hours of placing.  My credit card was charged and it's now been over a month and they have not refunded the charge.  They have not replied to my recent emails,Giftcard,2010-08-20,1,negative,item never shipped order canceled within hours placing credit card charged month not refunded charge not replied recent emails,0.0,negative,-3.0,negative,negative
829,ABQKYNP7RQOTG,B00414Y7Y6,Delivered quickly. It was just as described. My husband loved it and it went to use the very next day. Thanks again.,Giftcard,2012-08-19,5,positive,delivered quickly described husband loved went next day thanks,0.3083333333333333,positive,5.0,positive,positive
830,A2OSVT0K6ZQCLA,B00414Y7Y6,I had no problems using  the  card at gamestop for pre orders I just got the 25 dollar gift card to try out  because  some of the reviews had problems ...came with a website paper call go wallet to check the balance for free  but didn't try it out do to the reviews of that  site I just took it to the store anyway  card came  in 3 or 4 days no problem,Giftcard,2012-08-15,5,positive,no problems using card gamestop pre orders got gift card try reviews problems came website paper call go wallet check balance free but didnt try reviews site took store anyway card came days no problem,0.4,positive,-5.0,negative,negative
831,A3KTX60ZV56ZSE,B00414Y7Y6,"The card worked as a card should, I had no problems with it at all.  I used this to buy about 6 games that were all used and came without any scratches!  Gamestop is the only place I go to get my games!

UPDATE - I Now buy all my games on either Ebay or Amazon.  Nuff Said.  Gamestop is getting old and their stores are few and far between.  Amazon always has the same or better prices.",Giftcard,2012-05-19,4,positive,card worked card no problems games came without scratches gamestop place go get games update games either ebay nuff said gamestop getting old stores far always better prices,0.2333333333333333,positive,-1.0,negative,negative
832,A16LZUEQ6JGHWA,B00414Y7Y6,"""Ships from and sold by GiftCardMall.""
Bought both a $25 & $50 Gamestop GC on May 5th, received May 10th.
Both cards were activated & both cards have their full, correct balances.
Zero problems on 3 of 3 gift cards ordered and ""Ships from and sold by GiftCardMall"" (third was a $25 Subway card).
Will buy again & definitely recommend.",Giftcard,2012-05-10,5,positive,ships sold giftcardmall bought gamestop gc may 5th received may 10th cards activated cards full correct balances zero problems gift cards ordered ships sold giftcardmall third subway card definitely recommend,0.11666666666666665,positive,2.0,positive,positive
833,A8EIC5B6F36T7,B00414Y7Y6,Very happy with this order..Scared about ordering cards online . All amounts were on cards and saved time driving around to many places.. Thank you and be back next year !,Giftcard,2011-12-10,5,positive,happy orderscared ordering cards online amounts cards saved time driving around many places thank back next year,0.325,positive,7.0,positive,positive
834,AD45WIM9PWIFK,B00414Y7Y6,"I had no problems with card balances, and the cards arrived within 3 days.

Of course, I as worried about these two things listening to other reviews, but it turns out that everything worked out great!",Giftcard,2011-08-10,5,positive,no problems card balances cards within days course worried two things listening reviews but turns everything worked great,0.8,positive,-3.0,negative,positive
835,A1HZBZGIIWOBQ9,B00414Y7Y6,"With how fast the internet is and even the US mail system, I was so very disappointed with my purchase of a GameStop gift card through Amazon. It took over a week before it finally arrived. --For a last minute person like me, not a good choice. Next time, I'm just sending a regualar Amazon gift card. It's instant.",Giftcard,2011-04-14,1,negative,fast internet even us mail system disappointed purchase gamestop gift card took week finally last minute person not good choice next time im sending regualar gift card instant,-0.15,negative,0.0,negative,negative
836,A3HELAJYF7U01,B00414Y7Y6,Great gift!,Giftcard,2011-04-05,5,positive,great gift,0.8,positive,5.0,positive,positive
837,A2WV89CNLDY4IX,B00414Y7Y6,I was glad to see that the card work for my daughter. Especially after reading the reviews after I purchased the card.,Giftcard,2011-02-12,4,positive,glad see card work daughter especially reading reviews purchased card,0.25,positive,3.0,positive,positive
838,AGIDVZ5OH9TOT,B00414Y7Y6,I was stumped for a xmas gift.  the recepient loves video games so this was the way to go.,Giftcard,2011-01-08,4,positive,stumped xmas gift recepient loves video games way go,0.0,negative,5.0,positive,positive
839,A3KNWUFR2M673B,B004KNWWO0,"easy to purchase, easy to use. you can purchase one from $0.01 to $5,000.00, and can be used if you need to use 2 different forms of payment for a purchase.",Giftcard,2010-11-04,5,positive,easy purchase easy purchase one need different forms payment purchase,0.2888888888888889,positive,2.0,positive,positive
840,A1A7LKVX4XZ9Z4,B004KNWWO0,"My Grandson is getting very hard to buy for, since he is now 11.  This gift card was a hit!",Giftcard,2010-11-02,5,positive,grandson getting hard since gift card hit,-0.2916666666666667,negative,1.0,positive,negative
841,A1I9857C8IHS1J,B004KNWWUE,"Find this to be one of the easiest ways to send a gift and recipient can enjoy whatever they want.  It is very easy to use online, all you need is the computer!!!!",Giftcard,2011-12-21,5,positive,find one easiest ways send gift recipient enjoy whatever want easy online need computer,0.4166666666666667,positive,6.0,positive,positive
842,A1VO19ME4CHBP4,B004KNWWUE,Friend had no trouble using card..she is a kindle user and I bought this for her birthday.  She was really pleased and jumped right in to use it.,Giftcard,2011-12-17,5,positive,friend no trouble using cardshe kindle user bought birthday really pleased jumped right,0.29523809523809524,positive,1.0,positive,negative
843,AFFG3F0TFKNIC,B004KNWWUE,"The printable gift cards are fantastic.  They've saved me many times when I've had no idea what to purchase for the person.  The only reason I gave it a four star instead of five star rating was because often when printing the colors are VERY different than shown.  I've checked my printer and know the problem isn't there.  Most of the time it isn't an issue, but my friend Scott did give me a funny look when his card was all pinks, knowing I care very little for the color.  So print on.  It will be appreciated by all.",Giftcard,2011-10-01,4,positive,printable gift cards fantastic theyve saved many times ive no idea purchase person reason gave four star instead five star rating often printing colors different shown ive checked printer know problem isnt time isnt issue but friend scott give funny look card pinks knowing care little color print appreciated,0.19374999999999998,positive,14.0,positive,positive
844,AHOHJT0V4M5IN,B004KNWWT0,Nothing better than buying an all encompassing gift card that fits and is suitable for all occasions....Will buy many more.,Giftcard,2012-04-05,5,positive,nothing better buying encompassing gift card fits suitable occasionswill many,0.5166666666666667,positive,6.0,positive,negative
845,A316VD8SVHV37R,B004KNWWT0,This was a very easy and nice gift for my 10 year old grandson for his birthday.  He received a Kindle Fire for Christmas and is really enjoying it.  This makes it easy for him to get books & games and he still has to have supervision when he shops.  It is a gift that lasts over a period of time.  He is enjoying it!,Giftcard,2012-03-17,5,positive,easy nice gift year old grandson birthday received kindle fire christmas really enjoying makes easy get books games still supervision shops gift lasts period time enjoying,0.42777777777777776,positive,11.0,positive,positive
846,A3TPA4L0FEUPRS,B004KNWWT0,"We decided to buy the Amazon gift card for a birthday present to our boss at work. He is a regular Amazon customer. So, we printed the colorful elephant birthday card - it looked very pretty - and like a real greeting card and gave it to him. It took him about 2-3 minutes to realize what it was (he never paid attention to an online gift card, as such) and when he did, he was so happy! He inquired about all the details of our purchase, printing, etc. and said it was the smartest idea of a present for him.",Giftcard,2012-01-06,5,positive,decided gift card birthday present boss work regular customer printed colorful elephant birthday card looked pretty real greeting card gave took minutes realize never paid attention online gift card happy inquired details purchase printing etc said smartest idea present,0.22142857142857145,positive,11.0,positive,positive
847,AIT323GBE49SN,B004KNWWT0,idea. Got this for my nephew and colored it in. He liked the fact that I decorated it for him.,Giftcard,2011-12-25,5,positive,idea got nephew colored liked fact decorated,0.6,positive,2.0,positive,positive
848,A3FF8Y5LJGZWBS,B004KNWWT0,"The Gift Card - does it mean you don't care or you don't want to spend the time thinking about what gift to give.  Well my gift card was for a 16 year old.  My youngest child in almost 30.  Come on, I'm out of touch with this young man's world.  He bought a game with the gift card - the game he wanted to play!  He was delighted that I let him choose what he wanted.  The Amazon Gift Card allowed me to be a part of his world - no I can't play the game but it sure is fun to watch him - when I am invited in.  Have a great day1",Giftcard,2011-10-23,5,positive,gift card mean dont care dont want spend time thinking gift give well gift card year old youngest child almost come im touch young mans world bought game gift card game wanted play delighted let choose wanted gift card allowed part world no cant play game but sure fun watch invited great day1,0.09875,negative,22.0,positive,positive
849,A1U4RH0JPQV1QW,B004KNWWT0,"It is extremely convenient and easy to purchase an Amazon gift card and it is a truly-well received gift.  After all, who can't find something to buy on Amazon.com!",Giftcard,2011-09-15,5,positive,extremely convenient easy purchase gift card trulywell received gift cant find something amazoncom,0.15416666666666667,positive,5.0,positive,positive
850,A2IOIHU9Y5HMZA,B004KNWWQS,"This gift is great, you can buy whatever you one. It simple, quickly and perfect!!! I recommended everybody it 100%",Giftcard,2012-01-05,5,positive,gift great whatever one simple quickly perfect recommended everybody,0.6,positive,10.0,positive,positive
851,A1YNN6D5HCX3NK,B004KNWWQS,"This is to review the multiple gift cards purchased, multiple times, through Amazon.com.  The purchasing process was a breeze, and it was greatly appreciated that your website accepts international credit cards.  The quick turn-around time on having the cards emailed was great - less than 24 hours from the time of purchase.  Thank you.",Giftcard,2011-12-19,5,positive,review multiple gift cards purchased multiple times amazoncom purchasing process breeze greatly appreciated website accepts international credit cards quick turnaround time cards emailed great less hours time purchase thank,0.16666666666666669,positive,10.0,positive,positive
852,AMSQ5B3GYPY1C,B004KNWWQS,It was a quick and easy transaction.  The thank you message was appropriate and the giftee appreciated it.  Overall a good purchase and a good experience,Giftcard,2011-09-13,5,positive,quick easy transaction thank message appropriate giftee appreciated overall good purchase good experience,0.40952380952380946,positive,13.0,positive,positive
853,A3K4U9AEPIQ5RP,B004KNWWUE,this makes such a good gift and is well regarded by the recipient.  such an easy and fun way to shop for those of us who are non-shoppers.,Giftcard,2012-12-14,5,positive,makes good gift well regarded recipient easy fun way shop us nonshoppers,0.4777777777777778,positive,10.0,positive,positive
854,A18Z726J7MRGH5,B004KNWWUE,It was very convenient to download the card to give it away as a gift.  Printed out just like I wanted.,Giftcard,2012-11-17,5,positive,convenient download card give away gift printed wanted,0.0,negative,2.0,positive,positive
855,A36N1I64G6ZQYE,B004KNWWUE,I like giving gift cards this way the person you are giving one too will get what they want and not have to pretent that they like you gift. They  don't have to hide it or give it away. Everone is always happy.,Giftcard,2012-11-14,5,positive,giving gift cards way person giving one get want not pretent gift dont hide give away everone always happy,0.8,positive,7.0,positive,positive
856,ASUHJF0MWCM1R,B004KNWWUE,These are fantastic!  What an excellent way to purchase something for your fellow readers!  So easy and convenient!  Thank you Amazon for helping make my life a little easier!,Giftcard,2012-10-28,5,positive,fantastic excellent way purchase something fellow readers easy convenient thank helping make life little easier,0.4114583333333333,positive,12.0,positive,positive
857,A3DHXJGW0CW1VO,B004KNWWUE,I have run out of ideas for gifts for my husband. I decided to get a gift card from Amazon so he could get a computer game or books for his Kindle.,Giftcard,2012-10-27,5,positive,run ideas gifts husband decided get gift card could get computer game books kindle,-0.4,negative,2.0,positive,positive
858,ARM2GERAXM4C5,B004KNWWUE,Gift card was a quick gift and was greatly appreciated by the receipent and used the same day.  I appreciate the great service -,Giftcard,2012-10-25,5,positive,gift card quick gift greatly appreciated receipent day appreciate great service,0.4444444444444445,positive,11.0,positive,positive
859,A31HTGGOPBPJVZ,B004KNWWUE,The Amazon gift card we purchased for our son's birthday brought double pleasure... he enjoyed being given the opportunity to select JUST the right book and we enjoyed the knowledge that we gave something he would really enjoy.,Giftcard,2012-10-06,5,positive,gift card purchased sons birthday brought double pleasure enjoyed given opportunity select right book enjoyed knowledge gave something would really enjoy,0.3371428571428571,positive,13.0,positive,positive
860,A9DZMRPJJ6PI0,B004KNWWUE,Buying one of these gift cards makes gift-giving EASY and the receiver is sure to find something he/she wants at Amazon. I highly recommend Amazon gift e-cards.,Giftcard,2012-10-05,5,positive,buying one gift cards makes giftgiving easy receiver sure find something heshe wants highly recommend gift ecards,0.3233333333333333,positive,7.0,positive,positive
861,AI5VYJ2N7PCYD,B004KNWWUE,"My husband wanted an Amazon gift card for his birthday and it was just so easy to buy it, print it out, and put it in his card.",Giftcard,2012-10-02,5,positive,husband wanted gift card birthday easy print put card,0.43333333333333335,positive,3.0,positive,positive
862,A3K46R4NA5RFZK,B004KNWWUE,"Great way to provide an easy, fast gift. I like that you can customize and personalize the cards.  Also, if you're not sure what to get someone, it's a great gift idea.",Giftcard,2012-09-29,5,positive,great way provide easy fast gift customize personalize cards also youre not sure get someone great gift idea,0.39666666666666667,positive,11.0,positive,positive
863,A1TV17A5XFI8RJ,B004KNWWT0,"Gift cards to Amazon were requested by my 3 Grandchildren,  worked out as great gifts and easy to provide., no  shopping involved and they get what they want.",Giftcard,2015-10-06,5,positive,gift cards requested grandchildren worked great gifts easy provide no shopping involved get want,0.6166666666666667,positive,6.0,positive,positive
864,A39UBZ7P1C2RF4,B004KNWWT0,As a last minute gift I gave this cute design as a birthday gift. It was easy to print and fold with a lot of room to write a note as well. Who doesn't love Amazon gift cards??,Giftcard,2015-08-24,5,positive,last minute gift gave cute design birthday gift easy print fold lot room write note well doesnt love gift cards,0.35833333333333334,positive,12.0,positive,positive
865,A1Z7SLCKADT1R7,B004KNWWT0,Card worked well. Satisfied.,Giftcard,2015-07-22,5,positive,card worked well satisfied,0.5,positive,2.0,positive,positive
866,A7ZERRGK7O3RT,B004KNWWT0,"Perfect for that hard to buy person, or anyone for that matter. Just the perfect gift, I would take one for myself any day.",Giftcard,2015-07-05,5,positive,perfect hard person anyone matter perfect gift would take one day,0.5694444444444444,positive,8.0,positive,positive
867,A247UZIS79HY9V,B004KNWWT0,"I printed out the Amazon Gift Card ""Happy Birthday"" for my granddaughter.... however it was difficult to read. I am now ordering Amazon Gift Cards that are mailed to me.  Thank you! SU Orange Girl",Giftcard,2015-06-23,3,positive,printed gift card happy birthday granddaughter however difficult read ordering gift cards mailed thank su orange girl,0.15000000000000002,positive,8.0,positive,positive
